gencodeId	geneSymbol	chromosome	start	end	strand	tss	description
ENSRNOG00000046733	LOC100910382	20	915078	916083	+	915078	olfactory receptor 1688
ENSRNOG00000049494	AABR07044278.1	20	955266	956237	-	956237	olfactory receptor 14J1-like
ENSRNOG00000045959	LOC100362856	20	969095	970060	-	970060	olfactory receptor-like protein-like
ENSRNOG00000047265	AABR07072805.1	20	998658	999611	+	998658	
ENSRNOG00000048262	Olr1704	20	1012053	1012992	+	1012053	olfactory receptor 1704
ENSRNOG00000048714	Olr1705	20	1021593	1022532	+	1021593	olfactory receptor 1705
ENSRNOG00000054338	AC094221.4	20	1045007	1050520	-	1050520	
ENSRNOG00000050316	Olr1700	20	1098342	1099336	-	1099336	olfactory receptor 1700
ENSRNOG00000050738	Olr1702	20	1110772	1111726	+	1110772	olfactory receptor 1702
ENSRNOG00000050769	LOC100910894	20	1124168	1125107	+	1124168	olfactory receptor 1704
ENSRNOG00000049753	LOC100910936	20	1133708	1134647	+	1133708	olfactory receptor 1705
ENSRNOG00000049037	Olr1707	20	1164820	1165759	+	1164820	olfactory receptor 1707
ENSRNOG00000045530	Olr1708	20	1172866	1173805	+	1172866	olfactory receptor 1708
ENSRNOG00000050354	Olr1709	20	1185110	1186049	+	1185110	olfactory receptor 1709
ENSRNOG00000049102	Olr1710	20	1197745	1198684	+	1197745	olfactory receptor 1710
ENSRNOG00000047164	AC094221.3	20	1216410	1217323	+	1216410	olfactory receptor pseudogene 1711
ENSRNOG00000046312	AC094221.1	20	1224560	1225478	-	1225478	olfactory receptor pseudogene 1712
ENSRNOG00000061444	Olr1714	20	1299572	1300572	+	1299572	olfactory receptor 1714
ENSRNOG00000047298	Olr1868	20	1322452	1323419	+	1322452	olfactory receptor 1868
ENSRNOG00000051503	U2	20	1326104	1326186	-	1326186	U2 spliceosomal RNA
ENSRNOG00000061377	AABR07044291.1	20	1334554	1336064	-	1336064	signal peptide peptidase-like 2A-like
ENSRNOG00000049590	RT1-M2	20	1337148	1339488	-	1339488	RT1 class Ib, locus M2
ENSRNOG00000051909	AABR07044293.1	20	1504766	1505699	-	1505699	olfactory receptor pseudogene 1716
ENSRNOG00000054154	Olr1718	20	1515462	1516402	-	1516402	olfactory receptor 1718
ENSRNOG00000053949	Olr1722	20	1546892	1547832	-	1547832	olfactory receptor 1722
ENSRNOG00000053091	Olr1726	20	1577655	1578595	-	1578595	olfactory receptor 1726
ENSRNOG00000050438	Olr1724	20	1601128	1602065	-	1602065	olfactory receptor 1724
ENSRNOG00000058671	AABR07044297.2	20	1612299	1613233	-	1613233	
ENSRNOG00000051451	AABR07044297.1	20	1622068	1623011	-	1623011	
ENSRNOG00000000759	Olr1730	20	1647440	1648449	+	1647440	olfactory receptor 1730
ENSRNOG00000060903	AABR07044299.1	20	1665846	1666774	-	1666774	
ENSRNOG00000060724	AC112568.6	20	1678367	1679940	-	1679940	similar to LIM domain only protein 7
ENSRNOG00000050133	AC112568.2	20	1691655	1693048	+	1691655	
ENSRNOG00000058119	Olr1733	20	1694452	1695380	-	1695380	olfactory receptor 1733
ENSRNOG00000052793	U6	20	1719181	1719287	-	1719287	U6 spliceosomal RNA
ENSRNOG00000058776	Olr1734	20	1736376	1737362	+	1736376	olfactory receptor 1734
ENSRNOG00000050043	Olr1735	20	1749715	1750642	+	1749715	olfactory receptor 1735
ENSRNOG00000061930	Olr1736	20	1764793	1765833	+	1764793	olfactory receptor 1736
ENSRNOG00000048048	Olr1737	20	1781319	1782246	+	1781319	olfactory receptor 1737
ENSRNOG00000029883	Olr1738	20	1787173	1788324	+	1787173	olfactory receptor 1738
ENSRNOG00000052839	Olr1739	20	1809077	1810116	+	1809077	olfactory receptor 1739
ENSRNOG00000000763	RT1-M3-1	20	1814660	1818800	-	1818800	RT1 class Ib, locus M3, gene 1
ENSRNOG00000059858	AC112568.4	20	1825887	1826809	+	1825887	olfactory receptor pseudogene 1740
ENSRNOG00000056241	AC112568.3	20	1829476	1830176	-	1830176	olfactory receptor pseudogene 1741
ENSRNOG00000060503	AC112568.5	20	1832519	1833285	-	1833285	RT1 class I, locus M3, gene 2, pseudogene
ENSRNOG00000053860	Olr1742	20	1837975	1839015	+	1837975	olfactory receptor 1742
ENSRNOG00000000765	Olr1743	20	1845208	1846151	-	1846151	olfactory receptor 1743
ENSRNOG00000029420	Olr1744	20	1861271	1862249	+	1861271	olfactory receptor 1744
ENSRNOG00000000767	AC112568.1	20	1874381	1875321	+	1874381	
ENSRNOG00000000768	Ubd	20	1876172	1897514	-	1897514	ubiquitin D
ENSRNOG00000050443	Olr1746	20	1889651	1890590	+	1889651	olfactory receptor 1746
ENSRNOG00000045658	AABR07044301.1	20	1897814	1898025	+	1897814	von Hippel-Lindau tumor suppressor-like
ENSRNOG00000048232	AABR07044302.1	20	1904640	1905580	+	1904640	olfactory receptor pseudogene 1747
ENSRNOG00000056715	Olr1748	20	1930895	1931856	+	1930895	olfactory receptor 1748
ENSRNOG00000048828	Olr1749	20	1936437	1937376	+	1936437	olfactory receptor 1749
ENSRNOG00000043481	Olr1750	20	1944800	1945844	+	1944800	olfactory receptor 1750
ENSRNOG00000000774	Gabbr1	20	1955358	1984863	-	1984863	gamma-aminobutyric acid type B receptor subunit 1
ENSRNOG00000056193	AC108572.3	20	1980609	1983147	+	1980609	
ENSRNOG00000000775	Mog	20	2004051	2014169	+	2004051	myelin oligodendrocyte glycoprotein
ENSRNOG00000022730	Zfp57	20	2014286	2019836	-	2019836	zinc finger protein 57
ENSRNOG00000052586	AC108572.2	20	2020308	2025767	+	2020308	
ENSRNOG00000033136	RT1-M5	20	2038157	2040422	-	2040422	RT1 class Ib, locus M5
ENSRNOG00000060412	RT1-M4	20	2043718	2048609	+	2043718	RT1 class Ib, locus M4
ENSRNOG00000061958	AC108572.6	20	2056163	2056602	+	2056163	ribosomal protein S15, pseudogene 1
ENSRNOG00000022107	RT1-M6-1	20	2057688	2079467	+	2057688	RT1 class I, locus M6, gene 1
ENSRNOG00000040052	RT1-M6-2	20	2076266	2081885	+	2076266	RT1 class I, locus M6, gene 2
ENSRNOG00000000778	Znrd1as1	20	2077317	2088389	-	2088389	ZNRD1 antisense RNA 1
ENSRNOG00000000779	Znrd1	20	2088532	2092433	+	2088532	RNA polymerase I subunit H
ENSRNOG00000000780	Ppp1r11	20	2094930	2098374	+	2094930	protein phosphatase 1, regulatory (inhibitor) subunit 11
ENSRNOG00000000781	Rnf39	20	2098433	2103864	-	2103864	ring finger protein 39
ENSRNOG00000058072	LOC102554813	20	2109264	2115257	-	2115257	uncharacterized LOC102554813
ENSRNOG00000021518	Trim31	20	2146256	2159631	-	2159631	tripartite motif-containing 31
ENSRNOG00000000783	Trim40	20	2169544	2178601	+	2169544	tripartite motif-containing 40
ENSRNOG00000056541	AC108572.4	20	2178721	2179293	+	2178721	
ENSRNOG00000052369	AC108572.1	20	2182373	2182603	-	2182603	
ENSRNOG00000000782	Trim10	20	2182940	2191640	-	2191640	tripartite motif-containing 10
ENSRNOG00000031689	Trim15	20	2194708	2201668	+	2194708	tripartite motif containing 15
ENSRNOG00000032930	Trim26	20	2201682	2224463	-	2224463	tripartite motif-containing 26
ENSRNOG00000059119	AC108572.5	20	2219514	2219648	+	2219514	
ENSRNOG00000042370	AABR07044308.1	20	2268104	2270293	-	2270293	RT1 class I, locus M10, gene 4, pseudogene
ENSRNOG00000057560	AABR07044308.4	20	2279881	2280206	+	2279881	
ENSRNOG00000051398	AABR07044308.2	20	2290612	2292231	-	2292231	
ENSRNOG00000056415	AABR07044308.3	20	2297141	2297250	-	2297250	
ENSRNOG00000026374	AABR07044311.1	20	2331842	2332277	+	2331842	40S ribosomal protein S15-like
ENSRNOG00000028035	AABR07072807.1	20	2356277	2357559	+	2356277	
ENSRNOG00000027873	AC120486.1	20	2388950	2390630	-	2390630	
ENSRNOG00000031065	AC120486.2	20	2408024	2409927	-	2409927	RT1 class I, locus M1, gene 2
ENSRNOG00000061923	AC120486.12	20	2435496	2437028	-	2437028	
ENSRNOG00000055834	AC120486.7	20	2443432	2443556	-	2443556	
ENSRNOG00000054348	AC120486.6	20	2460380	2462040	+	2460380	
ENSRNOG00000054295	AC120486.5	20	2484477	2486076	+	2484477	
ENSRNOG00000059825	AC120486.11	20	2488941	2489579	-	2489579	
ENSRNOG00000057666	AC120486.8	20	2491695	2492504	-	2492504	
ENSRNOG00000052365	AC120486.3	20	2493694	2494007	+	2493694	
ENSRNOG00000000785	Trim39	20	2500688	2514546	+	2500688	tripartite motif-containing 39
ENSRNOG00000000786	Rpp21	20	2515519	2517498	+	2515519	ribonuclease P/MRP subunit p21
ENSRNOG00000058238	AC120486.9	20	2540863	2541440	-	2541440	
ENSRNOG00000053315	AC120486.4	20	2542867	2542981	-	2542981	
ENSRNOG00000057974	7SK	20	2565243	2565537	-	2565537	7SK RNA
ENSRNOG00000059066	AC120486.10	20	2584556	2609007	-	2609007	
ENSRNOG00000056229	7SK	20	2611089	2611392	+	2611089	7SK RNA
ENSRNOG00000048140	AABR07044322.1	20	2623224	2637766	+	2623224	
ENSRNOG00000047657	C4a	20	2651598	2678141	-	2678141	complement C4A
ENSRNOG00000045654	LOC108348108	20	2699711	2701815	-	2701815	heat shock protein family A (Hsp70) member 1B
ENSRNOG00000048951	LOC100364500	20	2704147	2707120	-	2707120	RT1 class I, locus CE11-like
ENSRNOG00000047304	Btnl5	20	2723571	2734296	-	2734296	butyrophilin-like 5
ENSRNOG00000050170	Btnl7	20	2757003	2768426	-	2768426	butyrophilin-like 7
ENSRNOG00000059667	AABR07044338.1	20	2790916	2791553	-	2791553	
ENSRNOG00000029340	Btnl8	20	2813331	2858205	-	2858205	butyrophilin-like 8
ENSRNOG00000048841	Btnl7	20	2813503	2824748	-	2824748	butyrophilin-like 7
ENSRNOG00000061954	AABR07044339.1	20	2878046	2878560	-	2878560	
ENSRNOG00000061955	AABR07044339.2	20	2883977	2884356	-	2884356	
ENSRNOG00000000446	LOC100911938	20	2909472	2920891	-	2920891	butyrophilin-like 7
ENSRNOG00000049946	AABR07044340.1	20	2938416	2942136	-	2942136	butyrophilin-like protein 1-like
ENSRNOG00000055740	7SK	20	2971758	2972061	+	2971758	7SK RNA
ENSRNOG00000062015	AABR07044346.1	20	2974986	2976331	-	2976331	
ENSRNOG00000054034	7SK	20	2978652	2978758	+	2978652	7SK RNA
ENSRNOG00000062023	AABR07044349.1	20	3004037	3004212	+	3004037	
ENSRNOG00000061971	AABR07044354.1	20	3018322	3019709	-	3019709	
ENSRNOG00000053788	7SK	20	3022072	3022376	+	3022072	7SK RNA
ENSRNOG00000039966	AABR07044359.1	20	3076585	3090239	+	3076585	
ENSRNOG00000061940	AABR07044360.1	20	3101842	3102874	-	3102874	
ENSRNOG00000062067	AABR07044361.1	20	3113029	3114104	+	3113029	
ENSRNOG00000030666	LOC108348140	20	3115839	3123100	+	3115839	H-2 class I histocompatibility antigen, TLA(B) alpha chain-like
ENSRNOG00000062036	AABR07044362.7	20	3126828	3127609	+	3126828	
ENSRNOG00000060523	AABR07044362.6	20	3134703	3135301	-	3135301	ribosomal protein S2, pseudogene 2
ENSRNOG00000026051	AABR07044362.1	20	3135790	3140610	+	3135790	
ENSRNOG00000058490	AABR07044362.3	20	3139376	3166569	-	3166569	
ENSRNOG00000029386	RT1-N2	20	3146855	3150852	+	3146855	RT1 class Ib, locus N2
ENSRNOG00000029001	RT1-S2	20	3155651	3157088	+	3155651	RT1 class Ib, locus S2
ENSRNOG00000058852	AABR07044362.5	20	3159468	3160066	-	3160066	ribosomal protein S2, pseudogene 1
ENSRNOG00000032664	AABR07044362.2	20	3162038	3162939	+	3162038	RT1 class Ib, locus O1
ENSRNOG00000000795	RT1-N3	20	3167078	3169659	+	3167078	RT1 class Ib, locus N3
ENSRNOG00000058784	AABR07044362.4	20	3170033	3199279	-	3199279	
ENSRNOG00000000777	RT1-S3	20	3176106	3179818	+	3176106	RT1 class Ib, locus S3
ENSRNOG00000042905	RT1-T24-4	20	3189472	3197457	+	3189472	RT1 class I, locus T24, gene 4
ENSRNOG00000045924	RT1-T24-3	20	3226312	3233694	+	3226312	RT1 class I, locus T24, gene 3
ENSRNOG00000000787	AABR07044364.1	20	3242469	3249189	+	3242469	RT1 class I histocompatibility antigen, AA alpha chain-like
ENSRNOG00000032596	RT1-T24-1	20	3269283	3282523	+	3269283	RT1 class I, locus T24, gene 1
ENSRNOG00000000798	Gnl1	20	3287505	3299580	-	3299580	G protein nucleolar 1
ENSRNOG00000025806	Prr3	20	3299729	3307673	+	3299729	proline rich 3
ENSRNOG00000000799	Abcf1	20	3309898	3322825	+	3309898	ATP binding cassette subfamily F member 1
ENSRNOG00000041223	Mir877	20	3318871	3318956	+	3318871	microRNA 877
ENSRNOG00000059268	Ppp1r10	20	3329676	3344286	-	3344286	protein phosphatase 1, regulatory subunit 10
ENSRNOG00000000804	Mrps18b	20	3344869	3350927	+	3344869	mitochondrial ribosomal protein S18B
ENSRNOG00000000809	Atat1	20	3351302	3364565	+	3351302	alpha tubulin acetyltransferase 1
ENSRNOG00000000812	RGD1302996	20	3364813	3367016	+	3364813	hypothetical protein MGC:15854
ENSRNOG00000030157	Dhx16	20	3367149	3386106	-	3386106	DEAH-box helicase 16
ENSRNOG00000000816	Ppp1r18	20	3372412	3397039	-	3397039	protein phosphatase 1, regulatory subunit 18
ENSRNOG00000000818	Nrm	20	3397833	3401315	-	3401315	nurim
ENSRNOG00000052122	AABR07044366.1	20	3403203	3403731	-	3403731	
ENSRNOG00000032813	Mdc1	20	3405016	3419831	-	3419831	mediator of DNA damage checkpoint 1
ENSRNOG00000061216	Tubb5	20	3422460	3426371	+	3422460	tubulin, beta 5 class I
ENSRNOG00000000826	Flot1	20	3427889	3438396	-	3438396	flotillin 1
ENSRNOG00000000827	Ier3	20	3438797	3440769	-	3440769	immediate early response 3
ENSRNOG00000052534	AABR07044367.1	20	3520098	3524070	+	3520098	
ENSRNOG00000057125	Ddr1	20	3552928	3575780	+	3552928	discoidin domain receptor tyrosine kinase 1
ENSRNOG00000000831	Gtf2h4	20	3582742	3588371	+	3582742	general transcription factor 2H subunit 4
ENSRNOG00000000833	Vars2	20	3588496	3598904	+	3588496	valyl-tRNA synthetase 2, mitochondrial
ENSRNOG00000048987	Sfta2	20	3604903	3605638	-	3605638	surfactant associated 2
ENSRNOG00000042287	Mucl3	20	3611963	3619884	+	3611963	mucin like 3
ENSRNOG00000062012	AABR07044370.1	20	3630521	3636250	+	3630521	
ENSRNOG00000028841	Mt1m	20	3677473	3677847	+	3677473	metallothionein 1M
ENSRNOG00000030676	AABR07044373.1	20	3689607	3691116	-	3691116	
ENSRNOG00000057822	AABR07044375.2	20	3704207	3705193	+	3704207	
ENSRNOG00000050215	AABR07044375.1	20	3705291	3706843	-	3706843	corneodesmosin
ENSRNOG00000048579	Psors1c2	20	3727418	3728844	-	3728844	psoriasis susceptibility 1 candidate 2
ENSRNOG00000050233	Cchcr1	20	3730954	3740009	-	3740009	coiled-coil alpha-helical rod protein 1
ENSRNOG00000058288	Tcf19	20	3744394	3746964	+	3744394	transcription factor 19
ENSRNOG00000046487	Pou5f1	20	3747220	3751994	-	3751994	POU class 5 homeobox 1
ENSRNOG00000047706	LOC103690108	20	3791406	3794027	-	3794027	class I histocompatibility antigen, Non-RT1.A alpha-1 chain-like
ENSRNOG00000059770	AABR07044383.1	20	3791829	3796275	-	3796275	
ENSRNOG00000000467	Ring1	20	3812286	3815834	-	3815834	ring finger protein 1
ENSRNOG00000035653	Mir219a1	20	3816157	3816267	-	3816267	microRNA 219a-1
ENSRNOG00000000466	Hsd17b8	20	3817178	3819235	-	3819235	hydroxysteroid (17-beta) dehydrogenase 8
ENSRNOG00000000465	Slc39a7	20	3819413	3822778	-	3822778	solute carrier family 39 member 7
ENSRNOG00000000464	Rxrb	20	3823041	3829140	+	3823041	retinoid X receptor beta
ENSRNOG00000000463	Col11a2	20	3830163	3859018	+	3830163	collagen type XI alpha 2 chain
ENSRNOG00000061936	AC098547.2	20	3866635	3870351	-	3870351	RT1 class II, locus Hb, pseudogene 1
ENSRNOG00000026669	RT1-Ha	20	3875705	3880876	+	3875705	RT1 class II, locus Ha
ENSRNOG00000026762	RT1-DOa	20	3889369	3892360	+	3889369	RT1 class II, locus DOa
ENSRNOG00000045877	AC098547.1	20	3910554	3917426	-	3917426	bromodomain containing 2
ENSRNOG00000047854	RT1-DMa	20	3935528	3938915	+	3935528	RT1 class II, locus DMa
ENSRNOG00000049491	RT1-DMb	20	3945600	3952846	+	3945600	RT1 class II, locus DMb
ENSRNOG00000000459	Psmb9	20	3973419	3978845	-	3978845	proteasome 20S subunit beta 9
ENSRNOG00000000457	Tap1	20	3979034	3989669	+	3979034	transporter 1, ATP binding cassette subfamily B member
ENSRNOG00000000456	Psmb8	20	3990819	3993769	+	3990819	proteasome 20S subunit beta 8
ENSRNOG00000000455	Tap2	20	3995543	4009587	+	3995543	transporter 2, ATP binding cassette subfamily B member
ENSRNOG00000000454	RT1-DOb	20	4020316	4026346	+	4020316	RT1 class II, locus DOb
ENSRNOG00000032708	RT1-Bb	20	4039412	4049711	+	4039412	RT1 class II, locus Bb
ENSRNOG00000000451	RT1-Ba	20	4066131	4070721	-	4070721	RT1 class II, locus Ba
ENSRNOG00000033215	RT1-Db1	20	4087617	4097090	+	4087617	RT1 class II, locus Db1
ENSRNOG00000030431	RT1-Db2	20	4106188	4125387	+	4106188	RT1 class II, locus Db2
ENSRNOG00000052437	AABR07072809.1	20	4120995	4121638	+	4120995	arrestin, beta 2, pseudogene
ENSRNOG00000032844	RT1-Da	20	4127643	4132616	-	4132616	RT1 class II, locus Da
ENSRNOG00000028541	Btnl2	20	4141877	4154978	+	4141877	butyrophilin-like 2
ENSRNOG00000039396	Btnl3	20	4156857	4171887	+	4156857	butyrophilin-like 3
ENSRNOG00000039398	Tsbp1	20	4178685	4235950	+	4178685	testis expressed basic protein 1
ENSRNOG00000046294	RGD1624210	20	4240269	4280795	-	4280795	similar to butyrophilin-like 7
ENSRNOG00000052710	AABR07044388.4	20	4245221	4245678	-	4245678	
ENSRNOG00000053116	AABR07044388.6	20	4282995	4299091	-	4299091	
ENSRNOG00000030729	C4b	20	4302343	4316715	-	4316715	complement C4B (Chido blood group)
ENSRNOG00000000423	AABR07044388.1	20	4317439	4318342	-	4318342	serine/threonine kinase 19 pseudogene
ENSRNOG00000000442	Notch4	20	4329810	4353785	+	4329810	notch receptor 4
ENSRNOG00000000441	Gpsm3	20	4355174	4357107	+	4355174	G-protein signaling modulator 3
ENSRNOG00000000440	Pbx2	20	4357732	4362682	+	4357732	PBX homeobox 2
ENSRNOG00000000439	Ager	20	4363151	4366079	+	4363151	advanced glycosylation end product-specific receptor
ENSRNOG00000000438	Rnf5	20	4366245	4368693	-	4368693	ring finger protein 5
ENSRNOG00000000437	Agpat1	20	4369177	4378205	+	4369177	1-acylglycerol-3-phosphate O-acyltransferase 1
ENSRNOG00000000436	Egfl8	20	4378269	4380600	-	4380600	EGF-like-domain, multiple 8
ENSRNOG00000000435	Ppt2	20	4381454	4401610	-	4401610	palmitoyl-protein thioesterase 2
ENSRNOG00000000433	Prrt1	20	4392625	4396243	+	4392625	proline-rich transmembrane protein 1
ENSRNOG00000000432	Fkbpl	20	4411875	4413366	+	4411875	FKBP prolyl isomerase like
ENSRNOG00000000431	Atf6b	20	4414275	4422283	+	4414275	activating transcription factor 6 beta
ENSRNOG00000052039	AABR07044388.3	20	4426688	4428527	-	4428527	
ENSRNOG00000033581	AABR07044388.2	20	4436418	4486080	+	4436418	
ENSRNOG00000000428	Cyp21a1	20	4486218	4489281	-	4489281	cytochrome P450, family 21, subfamily a, polypeptide 1
ENSRNOG00000000443	LOC103689965	20	4495464	4508214	-	4508214	complement C4-like
ENSRNOG00000048929	AABR07044389.1	20	4510033	4517128	-	4517128	
ENSRNOG00000000422	Dxo	20	4517306	4519389	+	4517306	decapping exoribonuclease
ENSRNOG00000000421	Skiv2l	20	4519473	4530126	-	4530126	Ski2 like RNA helicase
ENSRNOG00000061504	AABR07044389.2	20	4522057	4522118	-	4522118	
ENSRNOG00000000420	Nelfe	20	4530341	4536202	+	4530341	negative elongation factor complex member E
ENSRNOG00000000419	Cfb	20	4536209	4543069	-	4543069	complement factor B
ENSRNOG00000052301	AABR07044390.1	20	4537356	4537419	-	4537419	
ENSRNOG00000051235	C2	20	4542947	4561152	-	4561152	complement C2
ENSRNOG00000000418	Zbtb12	20	4572099	4574956	+	4572099	zinc finger and BTB domain containing 12
ENSRNOG00000030630	Ehmt2	20	4576056	4592980	+	4576056	euchromatic histone lysine methyltransferase 2
ENSRNOG00000000878	Slc44a4	20	4593388	4609631	+	4593388	solute carrier family 44, member 4
ENSRNOG00000032942	Neu1	20	4610994	4615247	+	4610994	neuraminidase 1
ENSRNOG00000050183	RT1-CE1	20	4638662	4943564	-	4943564	RT1 class I, locus1
ENSRNOG00000039744	RT1-CE4	20	4673657	4935887	-	4935887	RT1 class I, locus CE4
ENSRNOG00000061639	AABR07044404.1	20	4673842	4792450	-	4792450	
ENSRNOG00000031090	RT1-CE7	20	4694471	4774551	-	4774551	RT1 class I, locus CE7
ENSRNOG00000000841	Ddx39b	20	4806107	4818568	-	4818568	DExD-box helicase 39B
ENSRNOG00000055272	AABR07044405.1	20	4808183	4808205	-	4808205	
ENSRNOG00000055027	SNORD83	20	4812350	4812425	-	4812425	Small nucleolar RNA SNORD83
ENSRNOG00000061767	SNORD83	20	4817555	4817634	-	4817634	Small nucleolar RNA SNORD83
ENSRNOG00000000840	Atp6v1g2	20	4821284	4823494	-	4823494	ATPase H+ transporting V1 subunit G2
ENSRNOG00000000839	Nfkbil1	20	4822940	4839202	+	4822940	NFKB inhibitor like 1
ENSRNOG00000051805	AABR07044408.1	20	4833288	5000045	+	4833288	
ENSRNOG00000000838	Lta	20	4852495	4854677	+	4852495	lymphotoxin alpha
ENSRNOG00000000837	Tnf	20	4855828	4858447	+	4855828	tumor necrosis factor
ENSRNOG00000000836	Ltb	20	4861334	4863198	-	4863198	lymphotoxin beta
ENSRNOG00000053401	AABR07044407.1	20	4862630	4862703	-	4862703	
ENSRNOG00000054031	LOC102549726	20	4871263	4873982	-	4873982	uncharacterized LOC102549726
ENSRNOG00000061471	Gm25744	20	4873198	4873262	-	4873262	predicted gene, 25744
ENSRNOG00000050647	Hspa1b	20	4877323	4879779	-	4879779	heat shock protein family A (Hsp70) member 1B
ENSRNOG00000000723	RT1-CE5	20	4892701	4896991	-	4896991	RT1 class I, locus CE5
ENSRNOG00000058987	AABR07044408.3	20	4900091	4901178	-	4901178	
ENSRNOG00000057879	AABR07044408.2	20	4910064	4910870	+	4910064	
ENSRNOG00000031607	RT1-CE3	20	4931964	4934656	-	4934656	RT1 class I, locus CE3
ENSRNOG00000061483	AABR07044412.1	20	4956540	4958492	-	4958492	
ENSRNOG00000047966	Hspa1l	20	4959293	4964963	+	4959293	heat shock protein family A (Hsp70) member 1 like
ENSRNOG00000058678	AABR07072810.1	20	4966290	4966710	-	4966710	
ENSRNOG00000048725	Lsm2	20	4966816	4970568	+	4966816	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSRNOG00000053720	AC094348.4	20	4983164	4983847	-	4983847	
ENSRNOG00000000867	Vars1	20	4993559	5008262	+	4993559	valyl-tRNA synthetase 1
ENSRNOG00000000860	Vwa7	20	5008507	5017669	+	5008507	von Willebrand factor A domain containing 7
ENSRNOG00000000858	Sapcd1	20	5018263	5020150	-	5020150	suppressor APC domain containing 1
ENSRNOG00000000857	Msh5	20	5020666	5037088	-	5037088	mutS homolog 5
ENSRNOG00000058745	U6	20	5039352	5039458	+	5039352	U6 spliceosomal RNA
ENSRNOG00000029682	Clic1	20	5040336	5049166	+	5040336	chloride intracellular channel 1
ENSRNOG00000000842	Ddah2	20	5049495	5052585	+	5049495	dimethylarginine dimethylaminohydrolase 2
ENSRNOG00000026936	Mpig6b	20	5054582	5056488	-	5056488	megakaryocyte and platelet inhibitory receptor G6b
ENSRNOG00000000843	Ly6g6c	20	5057700	5059933	+	5057700	lymphocyte antigen 6 family member G6C
ENSRNOG00000000844	Ly6g6d	20	5061657	5064469	-	5064469	lymphocyte antigen 6 family member G6D
ENSRNOG00000027157	Ly6g6e	20	5067329	5068624	+	5067329	lymphocyte antigen 6 family member G6E
ENSRNOG00000027225	Ly6g6f	20	5071061	5076586	-	5076586	lymphocyte antigen 6 family member G6F
ENSRNOG00000051314	AC094348.1	20	5078453	5078722	+	5078453	
ENSRNOG00000056637	Abhd16a	20	5080069	5094935	+	5080069	abhydrolase domain containing 16A, phospholipase
ENSRNOG00000000846	Ly6g5c	20	5100414	5104494	+	5100414	lymphocyte antigen 6 family member G5C
ENSRNOG00000000847	Csnk2b	20	5107320	5113112	-	5113112	casein kinase 2 beta
ENSRNOG00000027516	Ly6g5b	20	5107576	5107899	-	5107899	lymphocyte antigen 6 family member G5B
ENSRNOG00000000848	Gpank1	20	5113338	5116382	+	5113338	G patch domain and ankyrin repeats 1
ENSRNOG00000039658	G4	20	5118001	5120332	+	5118001	G4 protein
ENSRNOG00000000850	Apom	20	5120473	5123073	-	5123073	apolipoprotein M
ENSRNOG00000057778	AC094348.6	20	5125219	5125348	-	5125348	
ENSRNOG00000000851	Bag6	20	5125485	5138084	+	5125485	BAG cochaperone 6
ENSRNOG00000000852	Prrc2a	20	5139881	5155293	-	5155293	proline-rich coiled-coil 2A
ENSRNOG00000054091	AC094348.5	20	5152986	5153120	-	5153120	
ENSRNOG00000000853	Aif1	20	5161332	5166448	-	5166448	allograft inflammatory factor 1
ENSRNOG00000000854	Ncr3	20	5170214	5175773	+	5170214	natural cytotoxicity triggering receptor 3
ENSRNOG00000000855	Lst1	20	5176015	5179263	-	5179263	leukocyte specific transcript 1
ENSRNOG00000058566	LOC103694381	20	5184514	5186503	+	5184514	lymphotoxin beta
ENSRNOG00000052846	AC094348.2	20	5185125	5185198	+	5185125	
ENSRNOG00000055156	LOC103694380	20	5189389	5192000	-	5192000	tumor necrosis factor
ENSRNOG00000046031	LOC103689996	20	5198257	5212624	-	5212624	transporter 2, ATP binding cassette subfamily B member
ENSRNOG00000059927	AABR07044414.1	20	5213921	5215510	-	5215510	proteasome subunit beta type-8-like
ENSRNOG00000051002	LOC108348139	20	5227044	5234290	-	5234290	RT1 class II, locus DMb
ENSRNOG00000047864	LOC108348072	20	5240974	5244386	-	5244386	RT1 class II, locus DMa
ENSRNOG00000055766	AABR07044415.1	20	5260884	5261666	+	5260884	
ENSRNOG00000000461	LOC108348112	20	5262119	5269337	+	5262119	bromodomain containing 2
ENSRNOG00000045908	AABR07044416.1	20	5282944	5284025	-	5284025	
ENSRNOG00000061980	AABR07044416.2	20	5293617	5297302	+	5293617	
ENSRNOG00000061939	LOC100911886	20	5314441	5329279	-	5329279	collagen alpha-2(XI) chain-like
ENSRNOG00000060090	AABR07044418.2	20	5314724	5314921	-	5314921	
ENSRNOG00000058447	AABR07044418.1	20	5315497	5317806	-	5317806	
ENSRNOG00000061105	AABR07044418.3	20	5317856	5318691	-	5318691	
ENSRNOG00000061996	AABR07044420.1	20	5346500	5347665	-	5347665	
ENSRNOG00000062039	AABR07044420.2	20	5347801	5347939	+	5347801	
ENSRNOG00000038999	RT1-A1	20	5351604	5421098	+	5351604	RT1 class Ia, locus A1
ENSRNOG00000061998	AABR07044421.1	20	5352354	5354095	+	5352354	
ENSRNOG00000030712	RT1-A2	20	5374984	5378539	+	5374984	RT1 class Ia, locus A2
ENSRNOG00000000470	Vps52	20	5432003	5441706	-	5441706	VPS52 subunit of GARP complex
ENSRNOG00000057680	U6	20	5438159	5438256	-	5438256	U6 spliceosomal RNA
